Year,Office,Value
1999,Türkiye,153.0
1999,Ukraine,101.0
1999,United Kingdom,4414.0
1999,United States of America,41380.0
1999,Uruguay,58.0
1999,Uzbekistan,0.0
1999,Viet Nam,0.0
1999,World,250635.0
1999,Yugoslavia,119.0
1999,Zambia,0.0
1999,Zimbabwe,0.0
2000,Africa,950.0
2000,African Intellectual Property Organization,2.0
2000,African Regional Intellectual Property Organization,108.0
2000,Algeria,13.0
2000,Argentina,938.0
2000,Armenia,0.0
2000,Asia,112028.0
2000,Australia,6521.0
2000,Austria,306.0
2000,Belarus,0.0
2000,Belgium,176.0
2000,Bosnia and Herzegovina,13.0
2000,Brazil,5389.0
2000,Bulgaria,300.0
2000,Canada,11209.0
2000,Chile,0.0
2000,China,9260.0
2000,"China, Hong Kong SAR",1137.0
2000,Colombia,471.0
2000,Costa Rica,6.0
2000,Croatia,119.0
2000,Cuba,17.0
2000,Cyprus,0.0
2000,Czech Republic,1359.0
2000,Czechoslovakia,2.0
2000,Denmark,74.0
2000,Dominican Republic,2.0
2000,Ecuador,195.0
2000,Egypt,102.0
2000,El Salvador,30.0
2000,Estonia,197.0
2000,Eurasian Patent Organization,413.0
2000,Europe,64200.0
2000,European Patent Office,25190.0
2000,Finland,482.0
2000,France,3979.0
2000,Georgia,122.0
2000,German Democratic Republic,0.0
2000,Germany,10549.0
2000,Greece,59.0
2000,Guatemala,77.0
2000,Honduras,19.0
2000,Hungary,1235.0
2000,Iceland,182.0
2000,India,0.0
2000,Indonesia,474.0
2000,Ireland,170.0
2000,Israel,743.0
2000,Italy,2218.0
2000,Japan,82751.0
2000,Jordan,10.0
2000,Kazakhstan,0.0
2000,Kenya,0.0
2000,Latin America and the Caribbean,7905.0
2000,Latvia,54.0
2000,Lithuania,37.0
2000,Luxembourg,18.0
2000,Malawi,0.0
2000,Malaysia,97.0
2000,Malta,0.0
2000,Mexico,23.0
2000,Monaco,1.0
2000,Mongolia,0.0
2000,Montenegro,0.0
2000,Morocco,44.0
2000,Netherlands (Kingdom of the),543.0
2000,New Zealand,1364.0
2000,Nicaragua,0.0
2000,Northern America,53804.0
2000,Norway,1813.0
2000,Oceania,7885.0
2000,Panama,131.0
2000,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
2000,Peru,437.0
2000,Philippines,0.0
2000,Poland,1521.0
2000,Portugal,34.0
2000,Republic of Korea,16716.0
2000,Republic of Moldova,69.0
2000,Romania,221.0
2000,Russian Federation,5022.0
2000,San Marino,0.0
2000,Saudi Arabia,0.0
2000,Serbia,0.0
2000,Singapore,607.0
2000,Slovakia,748.0
2000,Slovenia,79.0
2000,South Africa,645.0
2000,Soviet Union,0.0
2000,Spain,420.0
2000,Sweden,1346.0
2000,Switzerland,168.0
2000,Tajikistan,15.0
2000,Tunisia,36.0
2000,Türkiye,96.0
2000,Ukraine,191.0
2000,United Kingdom,4848.0
2000,United States of America,42595.0
2000,Uruguay,170.0
2000,Uzbekistan,0.0
2000,Viet Nam,0.0
2000,World,271352.0
2000,Yugoslavia,44.0
2000,Zambia,0.0
2000,Zimbabwe,0.0
2001,Africa,1172.0
2001,African Intellectual Property Organization,79.0
2001,African Regional Intellectual Property Organization,145.0
2001,Algeria,72.0
2001,Argentina,1031.0
2001,Armenia,1.0
2001,Asia,130546.0
2001,Australia,7260.0
2001,Austria,315.0
2001,Belarus,0.0
2001,Belgium,163.0
2001,Bosnia and Herzegovina,7.0
2001,Brazil,4121.0
2001,Bulgaria,375.0
2001,Canada,11745.0
2001,Chile,0.0
2001,China,13112.0
2001,"China, Hong Kong SAR",1256.0
2001,Colombia,377.0
2001,Costa Rica,8.0
2001,Croatia,230.0
2001,Cuba,21.0
2001,Cyprus,0.0
2001,Czech Republic,1302.0
2001,Czechoslovakia,1.0
2001,Denmark,99.0
2001,Dominican Republic,1.0
2001,Ecuador,100.0
2001,Egypt,83.0
2001,El Salvador,15.0
2001,Estonia,130.0
2001,Eurasian Patent Organization,430.0
2001,Europe,64856.0
2001,European Patent Office,26404.0
2001,Finland,623.0
2001,France,4291.0
2001,Georgia,84.0
2001,German Democratic Republic,0.0
2001,Germany,12271.0
2001,Greece,78.0
2001,Guatemala,89.0
2001,Honduras,47.0
2001,Hungary,1476.0
2001,Iceland,149.0
2001,India,0.0
2001,Indonesia,800.0
2001,Ireland,145.0
2001,Israel,2787.0
2001,Italy,987.0
2001,Japan,86052.0
2001,Jordan,0.0
2001,Kazakhstan,0.0
2001,Kenya,0.0
2001,Latin America and the Caribbean,6549.0
2001,Latvia,52.0
2001,Lithuania,40.0
2001,Luxembourg,24.0
2001,Malawi,0.0
2001,Malaysia,286.0
2001,Malta,0.0
2001,Mexico,29.0
2001,Monaco,8.0
2001,Mongolia,0.0
2001,Montenegro,0.0
2001,Morocco,50.0
2001,Netherlands (Kingdom of the),522.0
2001,New Zealand,1137.0
2001,Nicaragua,0.0
2001,Northern America,71392.0
2001,Norway,1793.0
2001,Oceania,8397.0
2001,Panama,34.0
2001,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
2001,Peru,480.0
2001,Philippines,1.0
2001,Poland,1622.0
2001,Portugal,39.0
2001,Republic of Korea,25634.0
2001,Republic of Moldova,78.0
2001,Romania,193.0
2001,Russian Federation,3390.0
2001,San Marino,3.0
2001,Saudi Arabia,7.0
2001,Serbia,0.0
2001,Singapore,411.0
2001,Slovakia,677.0
2001,Slovenia,74.0
2001,South Africa,724.0
2001,Soviet Union,0.0
2001,Spain,524.0
2001,Sweden,1229.0
2001,Switzerland,204.0
2001,Tajikistan,17.0
2001,Tunisia,19.0
2001,Türkiye,98.0
2001,Ukraine,373.0
2001,United Kingdom,4472.0
2001,United States of America,59647.0
2001,Uruguay,196.0
2001,Uzbekistan,0.0
2001,Viet Nam,0.0
2001,World,314809.0
2001,Yugoslavia,63.0
2001,Zambia,0.0
2001,Zimbabwe,0.0
2002,Africa,2109.0
2002,African Intellectual Property Organization,128.0
2002,African Regional Intellectual Property Organization,139.0
2002,Algeria,172.0
2002,Argentina,1353.0
2002,Armenia,0.0
2002,Asia,140043.0
2002,Australia,4314.0
2002,Austria,298.0
2002,Belarus,0.0
2002,Belgium,91.0
2002,Bosnia and Herzegovina,0.0
2002,Brazil,4176.0
2002,Bulgaria,352.0
2002,Canada,11084.0
2002,Chile,0.0
2002,China,15403.0
2002,"China, Hong Kong SAR",2378.0
2002,Colombia,431.0
2002,Costa Rica,1.0
2002,Croatia,212.0
2002,Cuba,25.0
2002,Cyprus,59.0
2002,Czech Republic,1359.0
2002,Czechoslovakia,0.0
2002,Denmark,81.0
2002,Dominican Republic,40.0
2002,Ecuador,49.0
2002,Egypt,129.0
2002,El Salvador,90.0
2002,Estonia,308.0
2002,Eurasian Patent Organization,428.0
2002,Europe,67152.0
2002,European Patent Office,27005.0
2002,Finland,449.0
2002,France,4265.0
2002,Georgia,91.0
2002,German Democratic Republic,0.0
2002,Germany,12195.0
2002,Greece,94.0
2002,Guatemala,111.0
2002,Honduras,22.0
2002,Hungary,1706.0
2002,Iceland,173.0
2002,India,0.0
2002,Indonesia,0.0
2002,Ireland,153.0
2002,Israel,3548.0
2002,Italy,1001.0
2002,Japan,94252.0
2002,Jordan,3.0
2002,Kazakhstan,1.0
2002,Kenya,0.0
2002,Latin America and the Caribbean,9371.0
2002,Latvia,38.0
2002,Lithuania,43.0
2002,Luxembourg,22.0
2002,Malawi,0.0
2002,Malaysia,318.0
2002,Malta,0.0
2002,Mexico,2397.0
2002,Monaco,4.0
2002,Mongolia,0.0
2002,Montenegro,0.0
2002,Morocco,77.0
2002,Netherlands (Kingdom of the),524.0
2002,New Zealand,1004.0
2002,Nicaragua,0.0
2002,Northern America,102166.0
2002,Norway,1797.0
2002,Oceania,5318.0
2002,Panama,145.0
2002,Patent Office of the Cooperation Council for the Arab States of the Gulf,2.0
2002,Peru,373.0
2002,Philippines,0.0
2002,Poland,1297.0
2002,Portugal,45.0
2002,Republic of Korea,23485.0
2002,Republic of Moldova,92.0
2002,Romania,178.0
2002,Russian Federation,4935.0
2002,San Marino,1.0
2002,Saudi Arabia,3.0
2002,Serbia,0.0
2002,Singapore,436.0
2002,Slovakia,664.0
2002,Slovenia,100.0
2002,South Africa,1420.0
2002,Soviet Union,0.0
2002,Spain,473.0
2002,Sweden,1047.0
2002,Switzerland,161.0
2002,Tajikistan,31.0
2002,Tunisia,44.0
2002,Türkiye,32.0
2002,Ukraine,378.0
2002,United Kingdom,5031.0
2002,United States of America,91082.0
2002,Uruguay,158.0
2002,Uzbekistan,1.0
2002,Viet Nam,0.0
2002,World,358917.0
2002,Yugoslavia,152.0
2002,Zambia,0.0
2002,Zimbabwe,0.0
2003,Africa,2251.0
2003,African Intellectual Property Organization,167.0
2003,African Regional Intellectual Property Organization,82.0
2003,Algeria,101.0
2003,Argentina,2080.0
2003,Armenia,0.0
2003,Asia,134929.0
2003,Australia,4078.0
2003,Austria,224.0
2003,Belarus,0.0
2003,Belgium,133.0
2003,Bosnia and Herzegovina,0.0
2003,Brazil,3134.0
2003,Bulgaria,379.0
2003,Canada,12372.0
2003,Chile,0.0
2003,China,20096.0
2003,"China, Hong Kong SAR",2101.0
2003,Colombia,354.0
2003,Costa Rica,27.0
2003,Croatia,187.0
2003,Cuba,12.0
2003,Cyprus,67.0
2003,Czech Republic,1107.0
2003,Czechoslovakia,0.0
2003,Denmark,75.0
2003,Dominican Republic,36.0
2003,Ecuador,183.0
2003,Egypt,108.0
2003,El Salvador,45.0
2003,Estonia,398.0
2003,Eurasian Patent Organization,422.0
2003,Europe,68830.0
2003,European Patent Office,27701.0
2003,Finland,434.0
2003,France,4099.0
2003,Georgia,110.0
2003,German Democratic Republic,0.0
2003,Germany,12220.0
2003,Greece,110.0
2003,Guatemala,88.0
2003,Honduras,33.0
2003,Hungary,1512.0
2003,Iceland,176.0
2003,India,0.0
2003,Indonesia,0.0
2003,Ireland,144.0
2003,Israel,1850.0
2003,Italy,814.0
2003,Japan,86577.0
2003,Jordan,8.0
2003,Kazakhstan,0.0
2003,Kenya,0.0
2003,Latin America and the Caribbean,9656.0
2003,Latvia,64.0
2003,Lithuania,53.0
2003,Luxembourg,29.0
2003,Malawi,0.0
2003,Malaysia,334.0
2003,Malta,0.0
2003,Mexico,2970.0
2003,Monaco,3.0
2003,Mongolia,0.0
2003,Montenegro,0.0
2003,Morocco,98.0
2003,Netherlands (Kingdom of the),476.0
2003,New Zealand,1587.0
2003,Nicaragua,1.0
2003,Northern America,102799.0
2003,Norway,1567.0
2003,Oceania,5665.0
2003,Panama,127.0
2003,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
2003,Peru,342.0
2003,Philippines,1.0
2003,Poland,1185.0
2003,Portugal,31.0
2003,Republic of Korea,23358.0
2003,Republic of Moldova,101.0
2003,Romania,203.0
2003,Russian Federation,6813.0
2003,San Marino,2.0
2003,Saudi Arabia,4.0
2003,Serbia,0.0
2003,Singapore,385.0
2003,Slovakia,627.0
2003,Slovenia,93.0
2003,South Africa,1683.0
2003,Soviet Union,0.0
2003,Spain,525.0
2003,Sweden,949.0
2003,Switzerland,129.0
2003,Tajikistan,16.0
2003,Tunisia,12.0
2003,Türkiye,22.0
2003,Ukraine,966.0
2003,United Kingdom,4733.0
2003,United States of America,90427.0
2003,Uruguay,224.0
2003,Uzbekistan,0.0
2003,Viet Nam,0.0
2003,World,361715.0
2003,Yugoslavia,146.0
2003,Zambia,0.0
2003,Zimbabwe,0.0
2004,Africa,2634.0
2004,African Intellectual Property Organization,123.0
2004,African Regional Intellectual Property Organization,91.0
2004,Algeria,150.0
2004,Argentina,1128.0
2004,Armenia,0.0
2004,Asia,148363.0
2004,Australia,7875.0
2004,Austria,184.0
2004,Belarus,0.0
2004,Belgium,120.0
2004,Bosnia and Herzegovina,0.0
2004,Brazil,4642.0
2004,Bulgaria,238.0
2004,Canada,12114.0
2004,Chile,1.0
2004,China,24630.0
2004,"China, Hong Kong SAR",1335.0
2004,Colombia,110.0
2004,Costa Rica,116.0
2004,Croatia,377.0
2004,Cuba,38.0
2004,Cyprus,62.0
2004,Czech Republic,722.0
2004,Czechoslovakia,0.0
2004,Denmark,93.0
2004,Dominican Republic,14.0
2004,Ecuador,200.0
2004,Egypt,55.0
2004,El Salvador,32.0
2004,Estonia,239.0
2004,Eurasian Patent Organization,441.0
2004,Europe,78294.0
2004,European Patent Office,32964.0
2004,Finland,403.0
2004,France,4207.0
2004,Georgia,88.0
2004,German Democratic Republic,0.0
2004,Germany,13066.0
2004,Greece,98.0
2004,Guatemala,79.0
2004,Honduras,11.0
2004,Hungary,855.0
2004,Iceland,218.0
2004,India,0.0
2004,Indonesia,0.0
2004,Ireland,93.0
2004,Israel,1949.0
2004,Italy,1872.0
2004,Japan,93879.0
2004,Jordan,13.0
2004,Kazakhstan,0.0
2004,Kenya,0.0
2004,Latin America and the Caribbean,11815.0
2004,Latvia,50.0
2004,Lithuania,37.0
2004,Luxembourg,7.0
2004,Malawi,0.0
2004,Malaysia,523.0
2004,Malta,0.0
2004,Mexico,4908.0
2004,Monaco,3.0
2004,Mongolia,0.0
2004,Montenegro,0.0
2004,Morocco,490.0
2004,Netherlands (Kingdom of the),521.0
2004,New Zealand,1726.0
2004,Nicaragua,3.0
2004,Northern America,105059.0
2004,Norway,1302.0
2004,Oceania,9601.0
2004,Panama,95.0
2004,Patent Office of the Cooperation Council for the Arab States of the Gulf,5.0
2004,Peru,274.0
2004,Philippines,4.0
2004,Poland,2353.0
2004,Portugal,32.0
2004,Republic of Korea,25494.0
2004,Republic of Moldova,102.0
2004,Romania,174.0
2004,Russian Federation,8160.0
2004,San Marino,1.0
2004,Saudi Arabia,48.0
2004,Serbia,0.0
2004,Singapore,274.0
2004,Slovakia,407.0
2004,Slovenia,88.0
2004,South Africa,1719.0
2004,Soviet Union,0.0
2004,Spain,487.0
2004,Sweden,839.0
2004,Switzerland,147.0
2004,Tajikistan,10.0
2004,Tunisia,6.0
2004,Türkiye,49.0
2004,Ukraine,2776.0
2004,United Kingdom,4443.0
2004,United States of America,92945.0
2004,Uruguay,164.0
2004,Uzbekistan,0.0
2004,Viet Nam,0.0
2004,World,396836.0
2004,Yugoslavia,175.0
2004,Zambia,0.0
2004,Zimbabwe,0.0
2005,Africa,2281.0
2005,African Intellectual Property Organization,64.0
2005,African Regional Intellectual Property Organization,89.0
2005,Algeria,16.0
2005,Argentina,2032.0
2005,Armenia,0.0
2005,Asia,172881.0
2005,Australia,9649.0
2005,Austria,398.0
2005,Belarus,0.0
2005,Belgium,139.0
2005,Bosnia and Herzegovina,0.0
2005,Brazil,4524.0
2005,Bulgaria,154.0
2005,Canada,13253.0
2005,Chile,347.0
2005,China,41564.0
2005,"China, Hong Kong SAR",1768.0
2005,Colombia,339.0
2005,Costa Rica,69.0
2005,Croatia,591.0
2005,Cuba,23.0
2005,Cyprus,31.0
2005,Czech Republic,244.0
2005,Czechoslovakia,0.0
2005,Denmark,60.0
2005,Dominican Republic,14.0
2005,Ecuador,183.0
2005,Egypt,23.0
2005,El Salvador,21.0
2005,Estonia,36.0
2005,Eurasian Patent Organization,512.0
2005,Europe,78179.0
2005,European Patent Office,33127.0
2005,Finland,365.0
2005,France,4579.0
2005,Georgia,111.0
2005,German Democratic Republic,0.0
2005,Germany,13936.0
2005,Greece,93.0
2005,Guatemala,73.0
2005,Honduras,10.0
2005,Hungary,479.0
2005,Iceland,273.0
2005,India,2090.0
2005,Indonesia,0.0
2005,Ireland,105.0
2005,Israel,1111.0
2005,Italy,902.0
2005,Japan,95576.0
2005,Jordan,21.0
2005,Kazakhstan,0.0
2005,Kenya,0.0
2005,Latin America and the Caribbean,13307.0
2005,Latvia,29.0
2005,Lithuania,27.0
2005,Luxembourg,4.0
2005,Malawi,0.0
2005,Malaysia,535.0
2005,Malta,0.0
2005,Mexico,5099.0
2005,Monaco,3.0
2005,Mongolia,0.0
2005,Montenegro,5.0
2005,Morocco,209.0
2005,Netherlands (Kingdom of the),560.0
2005,New Zealand,1326.0
2005,Nicaragua,5.0
2005,Northern America,108840.0
2005,Norway,1769.0
2005,Oceania,10975.0
2005,Panama,89.0
2005,Patent Office of the Cooperation Council for the Arab States of the Gulf,13.0
2005,Peru,341.0
2005,Philippines,0.0
2005,Poland,2909.0
2005,Portugal,32.0
2005,Republic of Korea,29329.0
2005,Republic of Moldova,112.0
2005,Romania,183.0
2005,Russian Federation,10773.0
2005,San Marino,3.0
2005,Saudi Arabia,136.0
2005,Serbia,0.0
2005,Singapore,549.0
2005,Slovakia,90.0
2005,Slovenia,69.0
2005,South Africa,1557.0
2005,Soviet Union,0.0
2005,Spain,516.0
2005,Sweden,46.0
2005,Switzerland,133.0
2005,Tajikistan,8.0
2005,Tunisia,323.0
2005,Türkiye,39.0
2005,Ukraine,780.0
2005,United Kingdom,3987.0
2005,United States of America,95587.0
2005,Uruguay,138.0
2005,Uzbekistan,0.0
2005,Viet Nam,0.0
2005,World,433568.0
2005,Yugoslavia,156.0
2005,Zambia,0.0
2005,Zimbabwe,0.0
2006,Africa,2155.0
2006,African Intellectual Property Organization,365.0
2006,African Regional Intellectual Property Organization,126.0
2006,Algeria,0.0
2006,Argentina,592.0
2006,Armenia,0.0
2006,Asia,184110.0
2006,Australia,10989.0
2006,Austria,234.0
2006,Belarus,0.0
2006,Belgium,42.0
2006,Bosnia and Herzegovina,0.0
2006,Brazil,4109.0
2006,Bulgaria,66.0
2006,Canada,14049.0
2006,Chile,0.0
2006,China,45533.0
2006,"China, Hong Kong SAR",2033.0
2006,Colombia,514.0
2006,Costa Rica,122.0
2006,Croatia,265.0
2006,Cuba,17.0
2006,Cyprus,11.0
2006,Czech Republic,200.0
2006,Czechoslovakia,0.0
2006,Denmark,84.0
2006,Dominican Republic,23.0
2006,Ecuador,347.0
2006,Egypt,10.0
2006,El Salvador,70.0
2006,Estonia,8.0
2006,Eurasian Patent Organization,688.0
2006,Europe,75526.0
2006,European Patent Office,36734.0
2006,Finland,348.0
2006,France,4597.0
2006,Georgia,117.0
2006,German Democratic Republic,0.0
2006,Germany,14290.0
2006,Greece,90.0
2006,Guatemala,143.0
2006,Honduras,3.0
2006,Hungary,209.0
2006,Iceland,139.0
2006,India,2104.0
2006,Indonesia,0.0
2006,Ireland,104.0
2006,Israel,2401.0
2006,Italy,99.0
2006,Japan,93874.0
2006,Jordan,17.0
2006,Kazakhstan,0.0
2006,Kenya,0.0
2006,Latin America and the Caribbean,9590.0
2006,Latvia,11.0
2006,Lithuania,19.0
2006,Luxembourg,10.0
2006,Malawi,0.0
2006,Malaysia,1469.0
2006,Malta,0.0
2006,Mexico,2824.0
2006,Monaco,2.0
2006,Mongolia,0.0
2006,Montenegro,1.0
2006,Morocco,213.0
2006,Netherlands (Kingdom of the),524.0
2006,New Zealand,1003.0
2006,Nicaragua,8.0
2006,Northern America,116158.0
2006,Norway,1323.0
2006,Oceania,11992.0
2006,Panama,93.0
2006,Patent Office of the Cooperation Council for the Arab States of the Gulf,26.0
2006,Peru,477.0
2006,Philippines,6.0
2006,Poland,999.0
2006,Portugal,24.0
2006,Republic of Korea,35935.0
2006,Republic of Moldova,92.0
2006,Romania,193.0
2006,Russian Federation,8672.0
2006,San Marino,0.0
2006,Saudi Arabia,194.0
2006,Serbia,2.0
2006,Singapore,311.0
2006,Slovakia,62.0
2006,Slovenia,63.0
2006,South Africa,1390.0
2006,Soviet Union,0.0
2006,Spain,533.0
2006,Sweden,214.0
2006,Switzerland,168.0
2006,Tajikistan,2.0
2006,Tunisia,51.0
2006,Türkiye,77.0
2006,Ukraine,852.0
2006,United Kingdom,3001.0
2006,United States of America,102109.0
2006,Uruguay,248.0
2006,Uzbekistan,0.0
2006,Viet Nam,0.0
2006,World,447797.0
2006,Yugoslavia,564.0
2006,Zambia,0.0
2006,Zimbabwe,0.0
2007,Africa,2101.0
2007,African Intellectual Property Organization,36.0
2007,African Regional Intellectual Property Organization,133.0
2007,Algeria,0.0
2007,Argentina,229.0
2007,Armenia,0.0
2007,Asia,206821.0
2007,Australia,10576.0
2007,Austria,328.0
2007,Belarus,0.0
2007,Belgium,8.0
2007,Bosnia and Herzegovina,0.0
2007,Brazil,3892.0
2007,Bulgaria,67.0
2007,Canada,14009.0
2007,Chile,0.0
2007,China,54355.0
2007,"China, Hong Kong SAR",1693.0
2007,Colombia,116.0
2007,Costa Rica,206.0
2007,Croatia,115.0
2007,Cuba,32.0
2007,Cyprus,0.0
2007,Czech Republic,216.0
2007,Czechoslovakia,1.0
2007,Denmark,55.0
2007,Dominican Republic,31.0
2007,Ecuador,99.0
2007,Egypt,59.0
2007,El Salvador,15.0
2007,Estonia,6.0
2007,Eurasian Patent Organization,678.0
2007,Europe,75087.0
2007,European Patent Office,38484.0
2007,Finland,349.0
2007,France,4708.0
2007,Georgia,96.0
2007,German Democratic Republic,0.0
2007,Germany,14534.0
2007,Greece,102.0
2007,Guatemala,129.0
2007,Honduras,4.0
2007,Hungary,221.0
2007,Iceland,11.0
2007,India,15901.0
2007,Indonesia,0.0
2007,Ireland,116.0
2007,Israel,1490.0
2007,Italy,84.0
2007,Japan,93107.0
2007,Jordan,8.0
2007,Kazakhstan,0.0
2007,Kenya,0.0
2007,Latin America and the Caribbean,9575.0
2007,Latvia,7.0
2007,Lithuania,24.0
2007,Luxembourg,8.0
2007,Malawi,0.0
2007,Malaysia,1496.0
2007,Malta,0.0
2007,Mexico,4113.0
2007,Monaco,3.0
2007,Mongolia,0.0
2007,Montenegro,8.0
2007,Morocco,99.0
2007,Netherlands (Kingdom of the),545.0
2007,New Zealand,834.0
2007,Nicaragua,10.0
2007,Northern America,117528.0
2007,Norway,1643.0
2007,Oceania,11410.0
2007,Panama,16.0
2007,Patent Office of the Cooperation Council for the Arab States of the Gulf,9.0
2007,Peru,415.0
2007,Philippines,3.0
2007,Poland,521.0
2007,Portugal,66.0
2007,Republic of Korea,38280.0
2007,Republic of Moldova,100.0
2007,Romania,116.0
2007,Russian Federation,6714.0
2007,San Marino,1.0
2007,Saudi Arabia,56.0
2007,Serbia,9.0
2007,Singapore,210.0
2007,Slovakia,46.0
2007,Slovenia,65.0
2007,South Africa,1505.0
2007,Soviet Union,0.0
2007,Spain,481.0
2007,Sweden,325.0
2007,Switzerland,130.0
2007,Tajikistan,8.0
2007,Tunisia,269.0
2007,Türkiye,109.0
2007,Ukraine,915.0
2007,United Kingdom,2977.0
2007,United States of America,103519.0
2007,Uruguay,268.0
2007,Uzbekistan,0.0
2007,Viet Nam,0.0
2007,World,479292.0
2007,Yugoslavia,300.0
2007,Zambia,0.0
2007,Zimbabwe,0.0
2008,Africa,2619.0
2008,African Intellectual Property Organization,0.0
2008,African Regional Intellectual Property Organization,107.0
2008,Algeria,0.0
2008,Argentina,134.0
2008,Armenia,0.0
2008,Asia,203075.0
2008,Australia,9026.0
2008,Austria,365.0
2008,Belarus,0.0
2008,Belgium,10.0
2008,Bosnia and Herzegovina,0.0
2008,Brazil,3681.0
2008,Bulgaria,52.0
2008,Canada,12262.0
2008,Chile,1112.0
2008,China,60687.0
2008,"China, Hong Kong SAR",1488.0
2008,Colombia,66.0
2008,Costa Rica,443.0
2008,Croatia,89.0
2008,Cuba,28.0
2008,Cyprus,16.0
2008,Czech Republic,168.0
2008,Czechoslovakia,0.0
2008,Denmark,57.0
2008,Dominican Republic,4.0
2008,Ecuador,304.0
2008,Egypt,108.0
2008,El Salvador,14.0
2008,Estonia,16.0
2008,Eurasian Patent Organization,907.0
2008,Europe,78757.0
2008,European Patent Office,40886.0
2008,Finland,305.0
2008,France,4587.0
2008,Georgia,104.0
2008,German Democratic Republic,0.0
2008,Germany,14326.0
2008,Greece,136.0
2008,Guatemala,39.0
2008,Honduras,15.0
2008,Hungary,123.0
2008,Iceland,6.0
2008,India,8071.0
2008,Indonesia,0.0
2008,Ireland,114.0
2008,Israel,1075.0
2008,Italy,71.0
2008,Japan,94142.0
2008,Jordan,7.0
2008,Kazakhstan,0.0
2008,Kenya,0.0
2008,Latin America and the Caribbean,10198.0
2008,Latvia,3.0
2008,Lithuania,13.0
2008,Luxembourg,2.0
2008,Malawi,0.0
2008,Malaysia,376.0
2008,Malta,0.0
2008,Mexico,3431.0
2008,Monaco,3.0
2008,Mongolia,0.0
2008,Montenegro,17.0
2008,Morocco,21.0
2008,Netherlands (Kingdom of the),488.0
2008,New Zealand,879.0
2008,Nicaragua,62.0
2008,Northern America,124566.0
2008,Norway,1546.0
2008,Oceania,9905.0
2008,Panama,41.0
2008,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
2008,Peru,546.0
2008,Philippines,0.0
2008,Poland,482.0
2008,Portugal,41.0
2008,Republic of Korea,36647.0
2008,Republic of Moldova,116.0
2008,Romania,133.0
2008,Russian Federation,8520.0
2008,San Marino,0.0
2008,Saudi Arabia,47.0
2008,Serbia,67.0
2008,Singapore,250.0
2008,Slovakia,57.0
2008,Slovenia,66.0
2008,South Africa,2193.0
2008,Soviet Union,0.0
2008,Spain,504.0
2008,Sweden,334.0
2008,Switzerland,146.0
2008,Tajikistan,0.0
2008,Tunisia,190.0
2008,Türkiye,165.0
2008,Ukraine,883.0
2008,United Kingdom,2986.0
2008,United States of America,112304.0
2008,Uruguay,278.0
2008,Uzbekistan,0.0
2008,Viet Nam,0.0
2008,World,490815.0
2008,Yugoslavia,132.0
2008,Zambia,0.0
2008,Zimbabwe,0.0
2009,Africa,2208.0
2009,African Intellectual Property Organization,0.0
2009,African Regional Intellectual Property Organization,93.0
2009,Algeria,0.0
2009,Argentina,114.0
2009,Armenia,0.0
2009,Asia,219645.0
2009,Australia,8154.0
2009,Austria,298.0
2009,Belarus,0.0
2009,Belgium,3.0
2009,Bosnia and Herzegovina,0.0
2009,Brazil,2314.0
2009,Bulgaria,32.0
2009,Canada,11838.0
2009,Chile,669.0
2009,China,72870.0
2009,"China, Hong Kong SAR",1714.0
2009,Colombia,45.0
2009,Costa Rica,303.0
2009,Croatia,76.0
2009,Cuba,72.0
2009,Cyprus,7.0
2009,Czech Republic,196.0
2009,Czechoslovakia,1.0
2009,Denmark,80.0
2009,Dominican Republic,8.0
2009,Ecuador,228.0
2009,Egypt,84.0
2009,El Salvador,55.0
2009,Estonia,13.0
2009,Eurasian Patent Organization,917.0
2009,Europe,77621.0
2009,European Patent Office,38355.0
2009,Finland,321.0
2009,France,4700.0
2009,Georgia,110.0
2009,German Democratic Republic,0.0
2009,Germany,15204.0
2009,Greece,143.0
2009,Guatemala,56.0
2009,Honduras,11.0
2009,Hungary,129.0
2009,Iceland,15.0
2009,India,12816.0
2009,Indonesia,0.0
2009,Ireland,115.0
2009,Israel,983.0
2009,Italy,93.0
2009,Japan,94219.0
2009,Jordan,17.0
2009,Kazakhstan,0.0
2009,Kenya,0.0
2009,Latin America and the Caribbean,9257.0
2009,Latvia,73.0
2009,Lithuania,15.0
2009,Luxembourg,9.0
2009,Malawi,0.0
2009,Malaysia,621.0
2009,Malta,0.0
2009,Mexico,4288.0
2009,Monaco,2.0
2009,Mongolia,0.0
2009,Montenegro,1.0
2009,Morocco,5.0
2009,Netherlands (Kingdom of the),419.0
2009,New Zealand,1140.0
2009,Nicaragua,5.0
2009,Northern America,126767.0
2009,Norway,808.0
2009,Oceania,9294.0
2009,Panama,148.0
2009,Patent Office of the Cooperation Council for the Arab States of the Gulf,0.0
2009,Peru,653.0
2009,Philippines,2.0
2009,Poland,443.0
2009,Portugal,62.0
2009,Republic of Korea,35752.0
2009,Republic of Moldova,135.0
2009,Romania,151.0
2009,Russian Federation,9733.0
2009,San Marino,1.0
2009,Saudi Arabia,32.0
2009,Serbia,113.0
2009,Singapore,257.0
2009,Slovakia,60.0
2009,Slovenia,60.0
2009,South Africa,1826.0
