Series Name,Series Code,Country Name,Country Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,24928.10037,26649.63772,28224.09516,30593.95117,31515.52921,30697.53839,32550.13649,35142.48793,36730.7962,38403.77771,40315.37395,42432.16197,43734.19807,46160.42979,48537.56689,48359.0012,46109.22999,49770.56424,48828.12125,50696.59032
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,10301.70339,11223.3993,11489.56087,13940.90928,15772.33008,13077.30547,13217.5046,14234.47158,12984.83657,13715.07036,14294.25842,12717.0386,13104.69955,14621.2396,16425.20503,16786.21364,16131.95404,18755.10235,18355.82781,22147.20973
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,47334.93065,56794.85016,57492.93425,69495.72674,56943.37045,41301.27322,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74452.18907,68452.23622,59023.56635,69252.31124,75135.09161,78811.05839
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,624.108803,710.5112225,802.013742,1022.732467,993.5034053,1096.636136,1350.63447,1449.603301,1434.017987,1438.057005,1559.863779,1590.174331,1714.279537,1957.969813,1974.377731,2050.1638,1915.551588,2250.179018,2366.309609,2484.845429
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,1136.755211,1249.397694,1572.79794,1840.329927,2144.389544,2239.095265,3094.443079,3613.800888,3668.212083,3602.885517,3476.624854,3322.581679,3558.818852,3839.785075,3902.661676,4151.227554,3895.618152,4334.231454,4787.912364,4940.549805
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,2751.793042,3226.613971,3736.177793,4838.003556,5623.911681,5602.556282,6458.573956,8201.581678,8329.002067,6280.681867,5757.543333,4990.936795,5497.243233,5758.590728,3850.751253,3276.753265,2746.419483,4084.200305,4668.457443,4502.546329
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,1314.969584,1744.508726,2253.785984,3099.592044,4504.508109,3686.402089,4430.426242,5736.898959,6437.502911,6612.902252,6215.986033,4416.942924,4308.848089,4725.193573,5601.467061,5621.181695,4250.742908,4816.784834,6441.917365,5512.47572
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,47754.20232,50933.02161,54329.16186,61396.41746,61353.10656,52133.09062,48663.60044,52219.70573,48943.82065,51496.96169,55752.76498,62179.26427,62784.06569,70150.73702,79446.93911,80848.3019,85973.08849,102001.7982,103983.2913,103684.8808
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,35872.72612,38184.36098,42662.57669,55072.14126,72304.98074,66175.25474,70625.20625,77838.37644,79326.3816,83204.69223,91881.07195,84753.51874,82041.67241,83510.2696,89425.83654,87152.46526,79530.56232,94124.26833,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,20557.07863,21223.93559,22494.64209,25633.64322,30173.36159,28317.04084,31266.60532,34354.71612,33156.22832,36941.84236,38259.6811,36206.52222,37690.47395,41114.78171,42406.84543,44452.23256,44846.7916,52129.51596,54930.93881,52261.67615
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,31317.20079,32055.09208,33529.7266,37870.74751,40944.91242,37226.75719,36035.645,38649.63948,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,34622.16967,33673.75096,31922.91916,36441.0598,35068.83597,38373.16605
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,3819.284231,4200.388954,4435.571444,4738.449778,5056.258036,4452.120799,4835.791087,5259.931753,5365.242172,5143.722183,4991.561517,5077.550969,5022.700178,5273.149013,5594.493587,5626.170459,4897.264762,5183.58103,6047.216444,6874.200284
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,38298.98017,37812.89502,35991.546,35779.02454,39876.30397,41308.99684,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39751.1331,40415.95676,40040.76551,40058.53733,34017.27181,33834.39211
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,2062.69597,2216.945182,2478.291944,2643.168439,3416.123901,3618.892617,3914.701231,4152.493981,4386.461819,4477.618321,4255.894302,4064.25301,4003.404746,4073.116403,4146.407311,4159.653754,3998.673138,4152.757954,4311.000051,4482.086026
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,2874.288483,3771.278957,5291.574004,6771.41662,8458.019475,7165.224778,9070.488253,11633.99858,12386.69927,13890.63397,12807.26305,10510.77032,7714.841844,9247.580679,9812.625431,9812.595526,9121.636409,10270.88734,11484.41681,13136.62291
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,462.6182158,522.7768402,699.3997383,840.1916319,915.9989157,1049.121794,1093.639624,1099.315465,1289.780791,1376.829205,1489.919721,1496.653573,1562.076619,1675.988422,1845.783414,1970.08007,1936.250755,2069.661129,2099.298568,1949.898969
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,1085.288576,1159.144219,1121.080267,1353.624533,1411.905436,1324.436015,1528.899757,1783.771764,1855.274214,1780.657028,1740.356052,1641.480977,1743.762868,1852.992344,1912.786826,1745.732415,1763.155071,2244.110731,2061.393041,2089.910161
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,16496.13162,19402.50263,21743.47745,24086.41044,21350.42798,19143.85161,23079.26013,25097.59543,25459.1689,27179.51701,29252.93124,28737.43917,29280.44032,31600.73587,33447.15628,31902.4169,31721.29891,35125.5225,32394.68337,33121.37129
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,..,..,..,..,2873.385256,2790.536618,2981.178657,3524.414874,3410.693255,3704.562803,3902.530841,3520.782075,3759.472855,4009.353811,4384.18868,4416.029253,4310.934002,5270.55064,5290.977397,5943.125714
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,27601.40006,36144.99495,42970.69645,45729.79934,55595.48431,37906.20519,39212.46538,48997.39372,51270.97906,47762.8567,43239.88266,29315.1931,27026.77293,29258.2663,32012.18756,31230.17295,24656.43371,33358.46315,42823.82783,37533.21772
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,433.2349766,476.551886,543.1107024,721.7695225,966.3938386,871.2242269,880.0385218,1123.883144,1177.975261,1282.438248,1279.770784,1121.082696,1120.667058,1242.77022,1308.139785,1451.515638,1256.929226,1365.508304,1739.8,1969.866481
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,410.251319,467.3795927,581.0100104,699.0414621,887.6395925,936.7901934,1127.834822,1363.724856,1566.009348,1815.440238,1984.508283,2125.458901,2309.049998,2439.462412,2553.360418,2598.505795,2593.355718,2535.623434,2054.430781,2075.401414
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,6378.666521,7594.902384,9723.446902,14113.52913,16467.14369,12331.92855,11420.994,13338.96224,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17883.34941,18096.20271,20930.39824,21508.40033,23184.31167
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,4625.304247,4630.009214,4665.962801,5162.032959,5957.696754,7149.791498,7695.245415,7914.109568,8500.180563,8255.209211,7665.379692,7802.751368,8172.299476,8679.897422,9225.845155,8925.42186,5599.957523,4136.146575,3823.938069,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,761.1810388,850.7753155,910.6185634,848.0773719,885.6593032,866.4751272,1104.811547,1265.857945,1205.859985,1141.360923,1165.05065,1113.836835,986.2652498,1062.712433,1162.978854,1074.134047,910.9349475,1054.93274,992.8573285,878.0085055
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,287.2746919,290.5412149,323.8412258,377.9516288,456.1446999,452.7452289,497.0203654,573.5264222,644.4555767,717.6357533,713.7348824,699.6629469,722.1312268,706.892692,700.0370394,665.8784476,624.28971,676.442927,754.5328486,799.5014005
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,5823.637943,8108.051517,10060.35817,11158.1111,13921.90371,9560.807534,11611.36235,7784.136359,15765.41527,12589.52794,9408.753043,7867.514931,7945.004215,10529.11635,11838.29582,10972.90252,9872.111144,7094.99982,8211.380948,7329.976541
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,100710.6063,105751.4989,114652.2424,130908.3897,143540.5734,126261.3973,141466.8273,158603.609,149461.7856,173659.4118,179467.5162,167809.2699,165845.9952,170875.6821,175286.679,167259.1603,165287.1868,197504.5489,187267.1324,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,6700.327192,7854.765279,9230.707981,12285.44705,14944.99665,11820.77616,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.35959,19615.54915,20381.85578,23849.6157,25078.74537,27102.78153
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116786.5117,112726.4397,116905.3704,133711.7944,125006.0218,128259.4026
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,22381.92319,24886.58059,29637.76706,35782.86072,39745.7618,39754.97615,50676.38708,64528.36282,74111.60119,86853.47705,90873.60249,73220.63556,71919.05492,78896.27475,84779.45369,82998.6361,37474.73459,45104.89218,35192.52784,66835.06433
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,2818.581456,3120.984014,3440.441106,4204.113288,5026.420299,4799.787228,4833.365868,5416.866729,5049.826539,5626.261157,5925.385922,5262.686719,5598.486226,5955.297386,6713.989254,6718.858266,6659.596511,7620.80297,7485.603458,8146.467975
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,277.5078266,311.7931266,330.52267,427.8363292,522.830622,455.4073738,459.375408,516.9025393,504.1737377,526.6880196,517.1361831,455.6380346,464.6161584,503.4980587,512.5439915,512.2796656,462.4042288,503.3520812,516.772197,528.6501548
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,407.58899,417.1022634,443.5236757,478.0280765,557.5190094,630.1091541,688.1391912,769.0525992,563.0615397,501.197173,534.1269771,544.2768727,454.4432661,500.1655472,537.9322041,587.1154647,621.4177725,632.5331926,643.4331957,672.8697022
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,4924.338111,5536.837483,6137.15054,7144.00024,8343.303382,7167.877194,8880.145805,10209.37194,10601.51046,10727.66902,11045.58012,9699.600463,9555.669593,9979.704473,11073.97897,11132.10274,10164.34443,11134.62295,11993.18761,11648.67416
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,4060.534405,3789.232024,5010.163424,5746.644258,6743.130961,6719.330257,7158.061411,7409.331909,7447.415608,8222.558038,8872.128386,9480.431513,9708.141349,10194.74614,11034.7236,11349.85927,7216.816377,10076.31753,11780.81691,12667.43567
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,427.71732,473.9950468,506.9118387,579.2571409,676.1270011,680.6499586,688.3278659,810.182556,753.3921375,778.7970528,818.4303414,723.5042049,750.0518091,795.6828016,856.3565966,840.1757464,822.9061368,881.5100887,831.2234666,897.4486703
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,15197.05661,15888.17246,16723.88427,19485.87115,22205.35677,21083.27705,21798.91429,23155.10353,22526.53702,24769.59623,26753.27338,24921.71418,25623.94163,28813.18534,31785.88483,31751.18118,29592.57148,34951.70817,34563.39663,37882.26519
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,2439.45724,2536.308858,2636.557627,2777.762053,2716.815824,2815.413568,3007.142366,3247.899981,3453.864304,3618.496195,3678.105394,3708.215562,4156.939127,4512.592763,4771.359204,5186.833842,5545.600267,6130.437137,6225.179222,6762.548814
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,801.7786831,974.6575859,1272.082434,1378.215104,1610.236979,1418.940843,1646.130428,1919.452271,1850.384968,1929.775639,1715.388838,1562.726836,1579.200717,1634.642158,1749.954236,1800.875187,1836.292411,1998.394003,2057.380392,2149.414087
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,5460.608002,5354.029743,5695.975255,6574.663576,8030.052281,7318.12641,8000.376432,9197.042991,9291.236276,9764.644131,10366.35508,9507.871337,9965.725311,10841.68478,11643.4606,11403.25279,9011.042884,9068.97293,10239.79705,11416.85899
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,7883.523191,8702.114483,9545.286727,10178.44224,10589.95187,8495.65308,9823.164075,10766.60994,10842.73309,11317.49106,11490.02169,10098.17318,9152.737224,9693.330091,10130.3207,10434.56762,8895.615216,10363.19272,11476.67881,13926.11362
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,2155.78169,2256.011357,2298.636458,2344.403462,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103,2956.561292,3250.92819,3533.791885,3537.471157,3318.288049,3447.33097,3766.511335,3992.223842
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,897.1784947,1034.391977,1183.024814,1531.216186,2110.553054,1898.439757,2436.799351,2941.362241,3044.808432,3321.043978,3289.957586,2749.551371,2847.087948,3453.267277,4156.44982,4405.334182,4375.778893,5274.605822,5715.280221,6650.647957
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,125435.8943,130818.9819,143289.0729,184639.7501,204097.114,168957.1079,161780.7454,179369.2682,165497.0978,185055.5176,195772.7243,170338.6804,174412.4945,173611.6879,193968.0901,199382.8386,182537.3874,235132.7842,240862.1824,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,784.912072,986.0180408,1322.640675,1625.318474,2134.949832,1718.914022,2660.288175,3793.743655,4402.304523,4422.300876,4211.939436,3919.351213,3690.756778,3708.248221,4165.022821,4394.94715,4041.174146,4566.14013,5045.504726,5764.802813
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,3380.165121,3674.617924,4425.678873,5976.394145,7367.751909,6727.107767,6688.402596,7328.789431,6586.399703,7188.863616,7387.872969,6517.192675,7033.439624,7803.358245,8850.374925,8909.653876,7677.371321,9465.96153,10093.4387,12016.90742
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,2177.798828,2237.576172,2433.212646,2751.423584,3180.170654,3118.141602,3067.851807,3302.453125,3164.004639,3377.643555,3430.534424,3139.228271,3132.952148,3288.502686,3492.672607,3498.582764,3258.269043,3767.524902,3441.991455,3672.112305
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,403.0207131,438.7934727,458.615152,508.0448956,591.4398376,546.6007325,494.584022,615.2786598,681.4921286,681.0651142,690.4432181,603.8385138,435.760991,464.2947213,510.3800064,512.2157569,456.5819184,504.0377587,558.2985925,608.4427076
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,223.229847,251.170357,301.5819139,416.6004322,653.8660002,752.9440359,1003.033455,1204.496472,1193.547649,1189.964765,1283.106492,1157.783961,1219.801439,1263.246055,1288.506778,1415.248986,1478.872786,1233.22777,1149.018961,1187.567064
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,3407.850648,3692.752603,4027.961706,4394.517341,4222.326189,4322.629266,5445.420063,5873.059381,6017.178365,5463.031366,5544.104068,4965.672765,4614.892075,5453.570623,5687.381043,5126.176143,4252.04172,4901.875889,4895.680661,4742.783827
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,2959.609656,2914.389035,2836.638759,2217.49023,3671.020671,4317.037579,4644.355494,6328.102672,9675.959685,8825.978581,9063.00223,7587.25441,8528.630151,9361.037397,10985.8744,10316.52782,10124.70062,14018.88584,12142.76993,12060.07811
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,279.7242003,309.3104186,341.02814,386.5295864,466.6933791,475.6359761,589.1654349,791.2255821,794.0925641,809.3844533,827.7447084,882.3076616,880.2248936,1027.965477,1161.534352,1185.682318,1139.189895,1229.394204,1348.15719,1324.031984
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,40436.61823,41994.71353,44900.93814,51799.20855,57879.94376,52722.21306,50999.74512,54230.3129,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52162.57012,58727.87055,57025.01246,62536.73203
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,25770.53105,26861.69854,29604.05255,36864.8576,37353.73743,35391.08803,37494.8952,40697.65286,37294.02285,38503.25406,39675.56648,32428.57223,32286.9105,33876.32909,36495.19594,34934.57943,34877.63563,37247.49312,35745.84892,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,25420.23488,27751.06547,26654.5932,32479.98174,31252.96256,28209.36233,33676.77412,38388.52809,39974.29973,42977.38804,44578.22539,38639.35019,40070.89566,42913.18696,43228.69765,42747.20993,41785.69229,49624.18167,48216.50958,48527.82892
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,1075.512455,1158.883368,1223.131876,1323.849163,1493.904544,1438.086823,1495.72919,1644.799354,1746.418584,1794.779965,1913.521348,2025.324776,2079.453735,2127.28572,1981.85912,1905.640917,1877.108555,2064.664619,2252.310206,2530.291072
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,281.3253602,316.3656476,331.103768,384.7183455,472.1784274,458.4218902,471.612688,507.6024953,525.0472849,548.1578488,560.7544752,481.1113011,497.0361208,514.543398,568.5996597,549.8161278,564.8416623,590.6294948,588.8990483,618.287229
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,992.7453991,1250.406913,1652.154002,1876.413033,2227.790349,1883.887783,2280.111289,2504.879101,2728.022788,2976.756832,3200.952799,2679.554223,2144.780344,1941.879479,2125.834491,2334.023642,2074.613748,2065.77441,2162.633732,1621.123515
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,16829.3972,15371.2423,14986.37602,14877.08168,15641.65778,13933.67919,14772.49616,13880.4265,14247.7893,14806.00679,16044.43073,17665.10075,24054.91561,30751.64107,25862.75445,23687.27185,17302.92214,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,57768.6981,67047.17046,74434.49968,85502.26771,97503.54078,80347.57007,88163.20859,101221.8135,102175.9193,103553.8401,97666.69518,74809.9658,70867.361,76131.8384,82792.84271,76430.58895,68340.0181,93072.89251,108798.4512,87961.78061
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,10030.44443,12357.70139,14533.72942,16151.27584,22974.27735,17937.97957,22552.19901,24166.09631,24722.63882,23563.9406,23121.20638,18777.43306,17082.2062,17802.57512,19887.57431,19132.15227,16707.62301,19509.46646,25056.79486,23295.32996
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,774.7853357,832.7511375,909.0324033,1012.182794,1087.514777,985.3493008,1011.59718,1161.044321,1236.892763,1259.668368,1303.18537,1421.835278,1468.822082,1567.640612,1620.742591,1437.165833,1322.314785,1506.108293,1589.26398,1407.021351
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,8358.444556,9633.825873,9872.046868,10374.03908,10531.21888,10092.31838,10149.63704,10903.17525,12022.86806,12595.6286,13808.22749,16141.16966,17142.12925,16389.85054,16130.82066,15730.55955,14532.55832,12752.8953,13421.97229,14565.33025
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,4629.029316,4953.12998,5385.564243,6205.821576,7197.110786,7618.438459,8124.558307,9403.439908,10767.29318,11932.28622,12837.24796,13669.55944,14382.23238,15185.97248,16156.07429,16472.83175,13293.3332,15491.2898,17357.62863,18661.76733
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,624.0353213,748.7350734,1245.474176,1379.126993,1635.039566,1578.968628,1879.240559,2303.826611,2653.09279,2578.498647,2742.25005,2502.073445,2332.675888,2495.140773,2584.327802,2593.775554,2446.084687,2624.60411,3115.922923,2994.453327
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,1776.932258,1960.514766,2426.417098,3194.262982,4360.429109,3920.186071,4725.726341,5776.281848,5617.104918,6410.814703,6629.416993,5861.401895,5759.042198,6136.058301,6242.961454,5807.838794,5353.348065,5959.441794,6187.06603,6260.455191
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,2393.665897,2702.237701,3123.320159,3572.363589,4184.885982,4164.970483,5047.204643,5826.832307,6475.720443,6697.187747,6614.83082,6180.119268,6163.860425,6676.308793,6912.103988,6956.495749,6047.475464,6713.662054,7239.111311,7789.870975
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,1122.855522,1245.286584,1452.221405,1741.603511,1990.356129,1893.281641,2201.776828,2431.199961,2671.777522,2847.567943,2935.928598,2974.296917,3038.152037,3077.434419,3194.672701,3413.849044,3224.422811,3460.539382,3499.10728,3725.551205
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,6681.309751,8021.54789,9035.532758,11254.31409,13995.78116,11525.90074,12504.25019,13776.38836,13010.75559,13558.34113,14181.94868,12560.05142,12378.81281,13815.50116,15504.50751,15700.01358,15816.81905,18050.27789,18732.49773,22112.86157
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,18064.15809,18780.12751,19839.45405,22811.05648,24949.04136,23151.21541,22520.64231,23217.2955,20563.7136,21653.19598,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22242.40642,24661.16649,24515.26575,27275.11155
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,20988.99233,21959.3227,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.75275,31615.06679,32916.8668,31427.42911,32619.25042,35268.0791,36779.05949
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,40792.27647,52468.44565,59978.86121,64706.9899,79811.59774,60733.9817,73021.30975,92992.99713,98041.36224,97630.82552,93126.14946,66984.9102,58467.23557,59407.69805,66264.08117,62827.39696,52315.66008,66858.74172,87480.41971,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,3494.990564,4618.003508,5757.531273,8360.337759,10435.21798,8548.04859,8397.809173,9560.159425,8930.729912,9497.206476,10031.34215,8976.954489,9404.381259,10727.97086,12494.42358,12957.99911,13047.45666,14946.62497,15692.30717,18419.41871
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,4102.364746,5323.455078,6920.199707,9101.239258,11635.28418,8562.824219,10674.99023,14305.33203,15401.85156,15941.44824,14055.47266,9277.713867,8663.158203,10658.91309,11211.8877,11447.70117,10108.32715,12521.52246,15445.24219,13817.0459
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,270.3065653,325.0302056,358.1186964,427.4321888,529.529272,564.9766324,594.1156734,650.9366759,706.1371305,704.4155555,724.7219737,733.8133793,728.8027579,756.5476411,769.0753443,806.332472,773.9318006,822.2680412,966.5712933,1000.218923
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,2168.028186,2527.762838,2639.805669,3011.100809,3344.054559,3250.953097,3494.395225,3789.626995,3902.311992,3989.89859,3948.728022,4048.467113,4105.810905,4261.640343,4189.052191,4308.300729,4042.722752,3857.689742,3745.560367,4139.029587
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,59249.64768,60520.79204,63692.61677,71970.05873,77962.14399,66200.67297,59516.3234,55815.28526,48433.5703,50435.36733,50133.60652,42281.81125,43398.42853,44885.51784,48464.52465,47287.39839,45321.48922,54982.45171,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,726.5977407,843.9551113,861.5182023,878.1354699,1080.556568,1126.538585,1043.281427,1217.212064,1207.700702,1378.230193,1484.170105,1292.733055,1428.257908,1547.82271,1815.605495,1924.40815,2155.265868,2350.452701,2386.696176,2601.790547
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,10935.01111,13462.7593,14848.60197,15756.19084,18944.85959,15064.63014,17958.94448,22441.57411,24069.19948,23945.51199,23862.79869,20442.36256,19930.41114,20910.48213,24175.58164,23405.70874,20398.06143,24315.61533,30447.88232,28894.96335
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,941.8737925,1003.187193,1038.579092,1210.167498,1419.530903,1323.971226,1286.604966,1383.539116,1334.725915,1391.53219,1417.094987,1238.1264,1290.749971,1385.199214,1484.22707,1462.678353,1492.475903,1630.695072,1594.985153,1745.972068
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,3502.802924,3720.479155,4382.617279,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073675,6600.056211,5588.979444,5765.203352,6292.546549,7252.403668,7417.206608,7733.803469,9232.957705,9537.684319,11360.95951
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,10827.67164,11802.11183,12782.99389,12669.30267,11265.43763,9747.091805,10934.79495,12110.09375,12337.15547,14821.29215,15188.19022,15333.10517,16566.9946,17480.36519,18440.23405,19141.51187,14041.47541,14982.91115,17167.19098,17879.23965
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,258.4731688,286.2859063,320.5144108,358.0773155,402.5534055,386.4338685,400.5407437,443.4518422,558.1797233,706.4526815,702.3385877,581.2934118,515.4478396,484.4561288,519.6499639,506.6069138,493.4322406,504.6212876,475.7957278,433.3741743
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,27608.08001,29961.31728,33768.45282,39432.88602,40008.57205,38926.80544,47236.68308,53891.45703,55547.55531,56967.42579,57564.80231,55645.60686,56899.91818,61162.09739,66840.63734,66081.71992,61466.80368,79601.41296,88428.70242,84734.25592
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,27997.28983,28460.33262,27942.88054,36136.69917,36519.99266,36597.69201,35043.69087,32341.92343,35509.49473,30642.57994,33238.45587,37592.66081,39432.63812
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,10691.44655,11690.11347,13170.78498,16106.06044,18753.58494,16597.20846,16908.84796,18509.74022,17498.3539,18276.00955,18719.98814,16390.88217,16563.4405,17585.197,19486.39368,19381.89055,19553.26096,21765.7225,21279.45892,24470.23854
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,17233.13856,18098.90854,19672.96556,23817.88673,27595.59997,24792.12798,23532.48085,25128.01504,22641.80512,23503.28249,24247.17332,20890.16643,21678.35947,23514.02546,26123.74713,26042.44635,25558.42905,29331.0647,28439.3341,32163.51142
